"org_name_clean","org_zip","organization_org_state","INTPTLAT","INTPTLONG","measure","amount"
"State University of New York","14228","NY",43.044371,-78.777335,"Awards",8
"State University of New York","14228","NY",43.044371,-78.777335,"Funding",2.988932
"State University of Ny,Binghamton","13902","NY",42.088824,-75.968883,"Awards",2
"State University of Ny,Binghamton","13902","NY",42.088824,-75.968883,"Funding",0.695683
"Stellenbosch University","7600","ZZ",NA,NA,"Awards",4
"Stellenbosch University","7600","ZZ",NA,NA,"Funding",0.874356
"Stowers Institute For Medical Research","64110","MO",39.034455,-94.572637,"Awards",2
"Stowers Institute For Medical Research","64110","MO",39.034455,-94.572637,"Funding",0.049114
"Syntis Bio Inc","02125","MA",42.315682,-71.055555,"Awards",1
"Syntis Bio Inc","02125","MA",42.315682,-71.055555,"Funding",0.347016
"Syracuse University","13244","NY",43.02304,-76.123331,"Awards",7
"Syracuse University","13244","NY",43.02304,-76.123331,"Funding",2.456164
"Takeoff41, Inc.","94028","CA",37.374883,-122.212675,"Awards",1
"Takeoff41, Inc.","94028","CA",37.374883,-122.212675,"Funding",1.061217
"Tda Research, Inc.","80403","CO",39.828768,-105.316923,"Awards",1
"Tda Research, Inc.","80403","CO",39.828768,-105.316923,"Funding",0.3
"Temple Univ of The Commonwealth","19122","PA",39.97771,-75.145722,"Awards",10
"Temple Univ of The Commonwealth","19122","PA",39.97771,-75.145722,"Funding",3.472996
"Teratology Society","20191","VA",38.933315,-77.350118,"Awards",1
"Teratology Society","20191","VA",38.933315,-77.350118,"Funding",0.01
"Texas A&M Agrilife Research","77845","TX",30.5611,-96.275139,"Awards",6
"Texas A&M Agrilife Research","77845","TX",30.5611,-96.275139,"Funding",4.076637
"Texas A&M University","77845","TX",30.5611,-96.275139,"Awards",4
"Texas A&M University","77845","TX",30.5611,-96.275139,"Funding",1.193507
"Texas Christian University","76129","TX",32.709324,-97.36269,"Awards",1
"Texas Christian University","76129","TX",32.709324,-97.36269,"Funding",0.391233
"Texas Engineering Experiment Station","77843","TX",30.615329,-96.340234,"Awards",1
"Texas Engineering Experiment Station","77843","TX",30.615329,-96.340234,"Funding",0.185296
"Texas Woman's University","76204","TX",33.210557,-97.130306,"Awards",1
"Texas Woman's University","76204","TX",33.210557,-97.130306,"Funding",0.37287
"Theranova, Llc","09410","CA",NA,NA,"Awards",1
"Theranova, Llc","09410","CA",NA,NA,"Funding",0.34351
"Thomas Jefferson University","19107","PA",39.951764,-75.158667,"Awards",10
"Thomas Jefferson University","19107","PA",39.951764,-75.158667,"Funding",3.18204
"Total Child Health, Inc.","21210","MD",39.357633,-76.634986,"Awards",1
"Total Child Health, Inc.","21210","MD",39.357633,-76.634986,"Funding",0.815751
"Transcendent International, Llc","10174","NY",40.751441,-73.975003,"Awards",1
"Transcendent International, Llc","10174","NY",40.751441,-73.975003,"Funding",0.625244
"Tufts University","02111","MA",42.35068,-71.060527,"Awards",4
"Tufts University","02111","MA",42.35068,-71.060527,"Funding",3.554756
"Tulane University of Louisiana","70118","LA",29.944708,-90.125674,"Awards",10
"Tulane University of Louisiana","70118","LA",29.944708,-90.125674,"Funding",7.049593
"University Health Network","M5G 2","ON",NA,NA,"Awards",1
"University Health Network","M5G 2","ON",NA,NA,"Funding",0.22676
"University of Alabama","35294","AL",33.507556,-86.809324,"Awards",24
"University of Alabama","35294","AL",33.507556,-86.809324,"Funding",13.227752
"University of Alabama","35487","AL",33.213827,-87.547643,"Awards",2
"University of Alabama","35487","AL",33.213827,-87.547643,"Funding",0.828864
"University of Arizona","85721","AZ",32.231069,-110.949568,"Awards",14
"University of Arizona","85721","AZ",32.231069,-110.949568,"Funding",7.219176
"University of Arkansas","72205","AR",34.749493,-92.35144,"Awards",3
"University of Arkansas","72205","AR",34.749493,-92.35144,"Funding",2.134161
"University of Arkansas","72701","AR",35.992387,-94.085584,"Awards",1
"University of Arkansas","72701","AR",35.992387,-94.085584,"Funding",0.61339
"University of Botswana","9999","ZZ",NA,NA,"Awards",2
"University of Botswana","9999","ZZ",NA,NA,"Funding",0.237417
"University of Calif-Lawrenc Berkeley Lab","94720","CA",37.871957,-122.252198,"Awards",1
"University of Calif-Lawrenc Berkeley Lab","94720","CA",37.871957,-122.252198,"Funding",0.816577
"University of California Berkeley","94720","CA",37.871957,-122.252198,"Awards",9
"University of California Berkeley","94720","CA",37.871957,-122.252198,"Funding",3.290635
"University of California Los Angeles","90095","CA",34.071183,-118.443404,"Awards",31
"University of California Los Angeles","90095","CA",34.071183,-118.443404,"Funding",15.592398
"University of California Riverside","92521","CA",33.96714,-117.326372,"Awards",5
"University of California Riverside","92521","CA",33.96714,-117.326372,"Funding",1.254388
"University of California Santa Barbara","93106","CA",34.417243,-119.851292,"Awards",4
"University of California Santa Barbara","93106","CA",34.417243,-119.851292,"Funding",1.304752
"University of California Santa Cruz","95064","CA",36.991596,-122.058868,"Awards",3
"University of California Santa Cruz","95064","CA",36.991596,-122.058868,"Funding",0.609802
"University of California at Davis","95618","CA",38.543019,-121.690538,"Awards",30
"University of California at Davis","95618","CA",38.543019,-121.690538,"Funding",16.392986
"University of California, Merced","95343","CA",37.367044,-120.444405,"Awards",1
"University of California, Merced","95343","CA",37.367044,-120.444405,"Funding",0.461457
"University of California, San Diego","92093","CA",32.882118,-117.237083,"Awards",46
"University of California, San Diego","92093","CA",32.882118,-117.237083,"Funding",20.04886
"University of California, San Francisco","94143","CA",37.764209,-122.457162,"Awards",79
"University of California, San Francisco","94143","CA",37.764209,-122.457162,"Funding",27.859551
"University of California-Irvine","92697","CA",33.649727,-117.849085,"Awards",23
"University of California-Irvine","92697","CA",33.649727,-117.849085,"Funding",7.233944
"University of Central Florida","32826","FL",28.579663,-81.18864,"Awards",1
"University of Central Florida","32826","FL",28.579663,-81.18864,"Funding",0.152
"University of Chicago","60637","IL",41.782504,-87.602734,"Awards",7
"University of Chicago","60637","IL",41.782504,-87.602734,"Funding",2.964659
"University of Cincinnati","45221","OH",39.132351,-84.509717,"Awards",10
"University of Cincinnati","45221","OH",39.132351,-84.509717,"Funding",3.691477
"University of Colorado","80045","CO",39.746661,-104.837224,"Awards",63
"University of Colorado","80045","CO",39.746661,-104.837224,"Funding",32.218379
"University of Colorado","80303","CO",39.973222,-105.209276,"Awards",13
"University of Colorado","80303","CO",39.973222,-105.209276,"Funding",5.826551
"University of Connecticut","06030","CT",41.732466,-72.807234,"Awards",5
"University of Connecticut","06030","CT",41.732466,-72.807234,"Funding",1.563727
"University of Connecticut","06269","CT",41.808938,-72.251617,"Awards",8
"University of Connecticut","06269","CT",41.808938,-72.251617,"Funding",4.018207
"University of Delaware","19713","DE",39.670751,-75.710123,"Awards",8
"University of Delaware","19713","DE",39.670751,-75.710123,"Funding",1.910232
"University of Florida","32611","FL",29.61016,-82.368201,"Awards",18
"University of Florida","32611","FL",29.61016,-82.368201,"Funding",8.694811
"University of Georgia","30602","GA",33.943919,-83.373855,"Awards",10
"University of Georgia","30602","GA",33.943919,-83.373855,"Funding",3.582528
"University of Hawaii","96822","HI",21.320468,-157.810364,"Awards",8
"University of Hawaii","96822","HI",21.320468,-157.810364,"Funding",1.535577
"University of Houston","77204","TX",29.720884,-95.343537,"Awards",10
"University of Houston","77204","TX",29.720884,-95.343537,"Funding",4.448614
"University of Illinois","60612","IL",41.880511,-87.687867,"Awards",15
"University of Illinois","60612","IL",41.880511,-87.687867,"Funding",9.282816
"University of Illinois","61820","IL",40.11212,-88.244315,"Awards",17
"University of Illinois","61820","IL",40.11212,-88.244315,"Funding",8.503554
"University of Iowa","52242","IA",41.662939,-91.54355,"Awards",14
"University of Iowa","52242","IA",41.662939,-91.54355,"Funding",6.80332
"University of Kansas","66045","KS",38.954328,-95.261527,"Awards",4
"University of Kansas","66045","KS",38.954328,-95.261527,"Funding",1.770487
"University of Kansas","66160","KS",39.055816,-94.610055,"Awards",23
"University of Kansas","66160","KS",39.055816,-94.610055,"Funding",8.648763
"University of Kentucky","40526","KY",38.029736,-84.501378,"Awards",13
"University of Kentucky","40526","KY",38.029736,-84.501378,"Funding",5.748245
"University of Louisville","40292","KY",38.216926,-85.762499,"Awards",2
"University of Louisville","40292","KY",38.216926,-85.762499,"Funding",0.600859
"University of Maine Orono","04469","ME",44.902505,-68.666208,"Awards",1
"University of Maine Orono","04469","ME",44.902505,-68.666208,"Funding",0.022943
"University of Manitoba","R3T 2","MB",NA,NA,"Awards",1
"University of Manitoba","R3T 2","MB",NA,NA,"Funding",0.545085
"University of Maryland","20742","MD",38.994183,-76.94344,"Awards",18
"University of Maryland","20742","MD",38.994183,-76.94344,"Funding",5.799026
"University of Maryland","21201","MD",39.294961,-76.622341,"Awards",23
"University of Maryland","21201","MD",39.294961,-76.622341,"Funding",9.798866
"University of Massachusetts","01035","MA",42.356491,-72.568632,"Awards",8
"University of Massachusetts","01035","MA",42.356491,-72.568632,"Funding",2.666481
"University of Massachusetts","01655","MA",42.271744,-71.758822,"Awards",22
"University of Massachusetts","01655","MA",42.271744,-71.758822,"Funding",8.842902
"University of Massachusetts","02125","MA",42.315682,-71.055555,"Awards",5
"University of Massachusetts","02125","MA",42.315682,-71.055555,"Funding",2.552811
"University of Memphis","38152","TN",35.118273,-89.93745,"Awards",1
"University of Memphis","38152","TN",35.118273,-89.93745,"Funding",0.138455
"University of Miami","33146","FL",25.72085,-80.272571,"Awards",5
"University of Miami","33146","FL",25.72085,-80.272571,"Funding",12.39056
"University of Michigan","48108","MI",42.221695,-83.732282,"Awards",81
"University of Michigan","48108","MI",42.221695,-83.732282,"Funding",47.553782
"University of Michigan","48502","MI",43.014645,-83.689159,"Awards",1
"University of Michigan","48502","MI",43.014645,-83.689159,"Funding",0.468
"University of Minnesota","55455","MN",44.975487,-93.235337,"Awards",51
"University of Minnesota","55455","MN",44.975487,-93.235337,"Funding",19.300425
"University of Mississippi","38677","MS",34.361968,-89.538578,"Awards",1
"University of Mississippi","38677","MS",34.361968,-89.538578,"Funding",0.411969
"University of Mississippi","39216","MS",32.335241,-90.161417,"Awards",2
"University of Mississippi","39216","MS",32.335241,-90.161417,"Funding",0.373735
"University of Missouri","64110","MO",39.034455,-94.572637,"Awards",1
"University of Missouri","64110","MO",39.034455,-94.572637,"Funding",0.336475
"University of Missouri","65211","MO",38.933139,-92.373804,"Awards",14
"University of Missouri","65211","MO",38.933139,-92.373804,"Funding",5.699071
"University of Nebraska","68182","NE",41.257745,-96.010674,"Awards",2
"University of Nebraska","68182","NE",41.257745,-96.010674,"Funding",0.694453
"University of Nebraska","68198","NE",41.255254,-95.979622,"Awards",4
"University of Nebraska","68198","NE",41.255254,-95.979622,"Funding",1.915134
"University of Nebraska","68503","NE",40.824473,-96.673893,"Awards",2
"University of Nebraska","68503","NE",40.824473,-96.673893,"Funding",1.240995
"University of Nevada","89154","NV",36.109632,-115.142143,"Awards",2
"University of Nevada","89154","NV",36.109632,-115.142143,"Funding",0.813346
"University of Nevada","89557","NV",39.542443,-119.815919,"Awards",4
"University of Nevada","89557","NV",39.542443,-119.815919,"Funding",0.817791
"University of New Mexico","87131","NM",35.09,-106.62,"Awards",2
"University of New Mexico","87131","NM",35.09,-106.62,"Funding",0.543491
"University of North Carolina","27402","NC",36.07,-79.95,"Awards",2
"University of North Carolina","27402","NC",36.07,-79.95,"Funding",1.008153
"University of North Carolina","27599","NC",35.904045,-79.052134,"Awards",65
"University of North Carolina","27599","NC",35.904045,-79.052134,"Funding",27.022334
"University of North Florida","32224","FL",30.269971,-81.460939,"Awards",1
"University of North Florida","32224","FL",30.269971,-81.460939,"Funding",0.141804
"University of North Texas","76107","TX",32.742058,-97.38173,"Awards",2
"University of North Texas","76107","TX",32.742058,-97.38173,"Funding",0.265226
"University of North Texas","76203","TX",33.212131,-97.151813,"Awards",2
"University of North Texas","76203","TX",33.212131,-97.151813,"Funding",0.873615
"University of Notre Dame","46556","IN",41.701939,-86.244835,"Awards",4
"University of Notre Dame","46556","IN",41.701939,-86.244835,"Funding",1.465141
"University of Oklahoma Hlth Sciences Ctr","73104","OK",35.475123,-97.5038,"Awards",4
"University of Oklahoma Hlth Sciences Ctr","73104","OK",35.475123,-97.5038,"Funding",2.951284
"University of Oregon","97403","OR",44.035412,-123.052413,"Awards",6
"University of Oregon","97403","OR",44.035412,-123.052413,"Funding",1.525529
"University of Pennsylvania","19104","PA",39.958518,-75.198856,"Awards",71
"University of Pennsylvania","19104","PA",39.958518,-75.198856,"Funding",26.568086
"University of Pittsburgh at Pittsburgh","15213","PA",40.435563,-79.964078,"Awards",37
"University of Pittsburgh at Pittsburgh","15213","PA",40.435563,-79.964078,"Funding",20.553225
"University of Rochester","14611","NY",43.148316,-77.646987,"Awards",11
"University of Rochester","14611","NY",43.148316,-77.646987,"Funding",6.508388
"University of South Australia","5095","ZZ",NA,NA,"Awards",1
"University of South Australia","5095","ZZ",NA,NA,"Funding",0.295212
"University of South Carolina","29208","SC",33.997515,-81.026796,"Awards",20
"University of South Carolina","29208","SC",33.997515,-81.026796,"Funding",8.16203
"University of South Carolina","29407","SC",32.79893,-79.997803,"Awards",12
"University of South Carolina","29407","SC",32.79893,-79.997803,"Funding",6.091708
"University of South Florida","33612","FL",28.050827,-82.449573,"Awards",2
"University of South Florida","33612","FL",28.050827,-82.449573,"Funding",0.525427
"University of Southern California","90089","CA",34.021543,-118.285574,"Awards",25
"University of Southern California","90089","CA",34.021543,-118.285574,"Funding",9.961823
"University of Southern Mississippi","39406","MS",31.328937,-89.335063,"Awards",2
"University of Southern Mississippi","39406","MS",31.328937,-89.335063,"Funding",0.363797
"University of Tennessee","37919","TN",35.914748,-84.000169,"Awards",2
"University of Tennessee","37919","TN",35.914748,-84.000169,"Funding",0.609724
"University of Texas System","75080","TX",32.976063,-96.74208,"Awards",2
"University of Texas System","75080","TX",32.976063,-96.74208,"Funding",0.497431
"University of Texas System","75390","TX",32.813992,-96.842808,"Awards",25
"University of Texas System","75390","TX",32.813992,-96.842808,"Funding",10.645414
"University of Texas System","76019","TX",32.730747,-97.116401,"Awards",2
"University of Texas System","76019","TX",32.730747,-97.116401,"Funding",0.447462
"University of Texas System","77030","TX",29.705557,-95.401754,"Awards",15
"University of Texas System","77030","TX",29.705557,-95.401754,"Funding",5.930292
"University of Texas System","77555","TX",29.310761,-94.776472,"Awards",5
"University of Texas System","77555","TX",29.310761,-94.776472,"Funding",2.354351
"University of Texas System","78229","TX",29.505502,-98.577033,"Awards",8
"University of Texas System","78229","TX",29.505502,-98.577033,"Funding",3.417355
"University of Texas System","78249","TX",29.568476,-98.614271,"Awards",2
"University of Texas System","78249","TX",29.568476,-98.614271,"Funding",0.787213
"University of Texas System","78712","TX",30.283916,-97.732937,"Awards",21
"University of Texas System","78712","TX",30.283916,-97.732937,"Funding",8.012238
"University of Toledo","43606","OH",41.673136,-83.611414,"Awards",2
"University of Toledo","43606","OH",41.673136,-83.611414,"Funding",0.604334
"University of Toledo","43614","OH",41.60446,-83.627515,"Awards",1
"University of Toledo","43614","OH",41.60446,-83.627515,"Funding",0.533137
"University of Tx Md Anderson Can Ctr","77030","TX",29.705557,-95.401754,"Awards",4
"University of Tx Md Anderson Can Ctr","77030","TX",29.705557,-95.401754,"Funding",1.341873
"University of Utah","84112","UT",40.765254,-111.841362,"Awards",46
"University of Utah","84112","UT",40.765254,-111.841362,"Funding",20.144344
"University of Vermont & St Agric College","05405","VT",44.474157,-73.196366,"Awards",7
"University of Vermont & St Agric College","05405","VT",44.474157,-73.196366,"Funding",2.078915
"University of Virginia","22904","VA",38.035436,-78.511249,"Awards",28
"University of Virginia","22904","VA",38.035436,-78.511249,"Funding",12.31527
"University of Washington","98195","WA",47.653833,-122.308348,"Awards",70
"University of Washington","98195","WA",47.653833,-122.308348,"Funding",37.639603
"University of Wisconsin","53715","WI",43.05561,-89.387808,"Awards",47
"University of Wisconsin","53715","WI",43.05561,-89.387808,"Funding",20.643138
"University of Wyoming","82071","WY",41.312507,-105.585578,"Awards",2
"University of Wyoming","82071","WY",41.312507,-105.585578,"Funding",0.7225
"Utah State University","84322","UT",41.758224,-111.812556,"Awards",2
"Utah State University","84322","UT",41.758224,-111.812556,"Funding",0.89588
"Van Andel Research Institute","49503","MI",42.96212,-85.659394,"Awards",1
"Van Andel Research Institute","49503","MI",42.96212,-85.659394,"Funding",0.288
"Vanderbilt University","37203","TN",36.149775,-86.789146,"Awards",13
"Vanderbilt University","37203","TN",36.149775,-86.789146,"Funding",5.159062
"Vanderbilt University","37232","TN",36.141117,-86.802888,"Awards",13
"Vanderbilt University","37232","TN",36.141117,-86.802888,"Funding",8.515629
"Venova Technologies, Inc.","02139","MA",42.362391,-71.102336,"Awards",2
"Venova Technologies, Inc.","02139","MA",42.362391,-71.102336,"Funding",1.508594
"Veterans Medical Research Fdn/San Diego","92161","CA",32.874072,-117.231563,"Awards",1
"Veterans Medical Research Fdn/San Diego","92161","CA",32.874072,-117.231563,"Funding",0.179375
"Viocare, Inc.","08542","NJ",40.354517,-74.66056,"Awards",1
"Viocare, Inc.","08542","NJ",40.354517,-74.66056,"Funding",0.47251
"Virginia Commonwealth University","23298","VA",37.541707,-77.42953,"Awards",7
"Virginia Commonwealth University","23298","VA",37.541707,-77.42953,"Funding",2.931788
"Virginia Polytechnic Inst and St Univ","24061","VA",37.22582,-80.426238,"Awards",3
"Virginia Polytechnic Inst and St Univ","24061","VA",37.22582,-80.426238,"Funding",1.437488
"Vitakey, Inc.","20036","DC",38.907034,-77.041677,"Awards",1
"Vitakey, Inc.","20036","DC",38.907034,-77.041677,"Funding",0.349759
"Wake Forest University","27109","NC",36.133731,-80.275408,"Awards",1
"Wake Forest University","27109","NC",36.133731,-80.275408,"Funding",0.390101
"Wake Forest University","27157","NC",36.090657,-80.271538,"Awards",5
"Wake Forest University","27157","NC",36.090657,-80.271538,"Funding",2.037232
"Washington State University","99164","WA",46.728721,-117.154274,"Awards",10
"Washington State University","99164","WA",46.728721,-117.154274,"Funding",3.976077
"Washington University","63130","MO",38.664917,-90.324904,"Awards",59
"Washington University","63130","MO",38.664917,-90.324904,"Funding",28.586461
"Wayne State University","48202","MI",42.374597,-83.077652,"Awards",7
"Wayne State University","48202","MI",42.374597,-83.077652,"Funding",2.983027
"Wellesley College","02481","MA",42.310514,-71.277769,"Awards",1
"Wellesley College","02481","MA",42.310514,-71.277769,"Funding",0.180425
"West Virginia University","26506","WV",39.646781,-79.970152,"Awards",2
"West Virginia University","26506","WV",39.646781,-79.970152,"Funding",0.824676
"Westat, Inc.","20814","MD",39.004839,-77.103004,"Awards",9
"Westat, Inc.","20814","MD",39.004839,-77.103004,"Funding",18.965366
"Western Michigan University","49008","MI",42.263643,-85.613247,"Awards",1
"Western Michigan University","49008","MI",42.263643,-85.613247,"Funding",0.444007
"Whitehead Institute For Biomedical Res","02142","MA",42.362505,-71.08096,"Awards",4
"Whitehead Institute For Biomedical Res","02142","MA",42.362505,-71.08096,"Funding",1.559809
"Wichita State University","67260","KS",37.719325,-97.293383,"Awards",1
"Wichita State University","67260","KS",37.719325,-97.293383,"Funding",0.413347
"Wits Health Consortium (Pty), Ltd","2193","ZZ",NA,NA,"Awards",2
"Wits Health Consortium (Pty), Ltd","2193","ZZ",NA,NA,"Funding",0.246699
"Women and Infants Hospital-Rhode Island","02905","RI",41.785273,-71.396227,"Awards",8
"Women and Infants Hospital-Rhode Island","02905","RI",41.785273,-71.396227,"Funding",3.515565
"Worcester Polytechnic Institute","01609","MA",42.285114,-71.829987,"Awards",1
"Worcester Polytechnic Institute","01609","MA",42.285114,-71.829987,"Funding",0.363984
"Wright State University","45435","OH",39.781088,-84.063113,"Awards",1
"Wright State University","45435","OH",39.781088,-84.063113,"Funding",0.172479
"Yale University","06520","CT",41.306427,-72.931022,"Awards",50
"Yale University","06520","CT",41.306427,-72.931022,"Funding",21.420152
"Yaso Therapeutics Inc","75087","TX",32.948579,-96.442091,"Awards",1
"Yaso Therapeutics Inc","75087","TX",32.948579,-96.442091,"Funding",0.545966
"Yeshiva University","10033","NY",40.847476,-73.93551,"Awards",1
"Yeshiva University","10033","NY",40.847476,-73.93551,"Funding",0.45
"Yona Care Llc","94109","CA",37.794485,-122.42227,"Awards",1
"Yona Care Llc","94109","CA",37.794485,-122.42227,"Funding",0.270295
